timestamp,gpu_util,memory_used_mb,memory_total_mb
1775586298,0,20760,23034
1775586299,100,20762,23034
1775586300,100,20762,23034
1775586301,100,20764,23034
1775586302,100,20764,23034
1775586303,100,20764,23034
1775586304,100,20764,23034
1775586305,100,20764,23034
1775586306,100,20764,23034
1775586307,100,20764,23034
1775586308,100,20764,23034
1775586309,100,20764,23034
1775586310,100,20764,23034
